Split,Dialogue_ID,Utterance_ID,Speaker,Utterance,Emotion,Original_Emotion
train,Ses01F_impro06,Ses01F_impro06_M007,M,Yeah.,sadness,sadness
train,Ses01F_impro06,Ses01F_impro06_M008,M,How long were you there for?,neutral,neutral
train,Ses01F_impro06,Ses01F_impro06_M009,M,Mmhmm.,neutral,neutral
train,Ses01F_impro06,Ses01F_impro06_M010,M,Oh really?,neutral,neutral
train,Ses01F_impro06,Ses01F_impro06_M011,M,You ran through the sprinklers in the cemetery?,neutral,neutral
train,Ses01F_impro06,Ses01F_impro06_M012,M,Is it a big cemetery?,neutral,neutral
train,Ses01F_impro06,Ses01F_impro06_M013,M,"Oh, so they're like really old too, really old ones?",neutral,neutral
train,Ses01F_impro06,Ses01F_impro06_M014,M,Mmhmm.,neutral,neutral
train,Ses01F_impro06,Ses01F_impro06_M015,M,Mmhmm.,neutral,neutral
train,Ses01F_impro06,Ses01F_impro06_M016,M,So she wrote a lot of poetry?,neutral,neutral
train,Ses01F_impro07,Ses01F_impro07_F000,F,"Yes.  There's a big envelope it says, you're in. I know.",joy,excited
train,Ses01F_impro07,Ses01F_impro07_F002,F,"I'm really excited.  Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah.  Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that.",joy,excited
train,Ses01F_impro07,Ses01F_impro07_F003,F,"Oh- I know, I know, I know, I know.",joy,excited
train,Ses01F_impro07,Ses01F_impro07_F004,F,"I don't know.  I spend so much time commuting as it is, I'd rather.",joy,excited
train,Ses01F_impro07,Ses01F_impro07_F005,F,I know. We should throw a party.,joy,excited
train,Ses01F_impro07,Ses01F_impro07_F009,F,Yeah.  I'm not sure.,joy,excited
train,Ses01F_impro07,Ses01F_impro07_F010,F,Umm...P.h.D. [LAUGHTER],joy,excited
train,Ses01F_impro07,Ses01F_impro07_F012,F,So I get to mold young minds. Mrs.?  That's my mother.,joy,excited
train,Ses01F_impro07,Ses01F_impro07_F013,F,"I would be like- Oh. Right, right, right.",joy,excited
train,Ses01F_impro07,Ses01F_impro07_F016,F,"I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah.",joy,excited
train,Ses01F_impro07,Ses01F_impro07_M000,M,Did you get the letter?,joy,excited
train,Ses01F_impro07,Ses01F_impro07_M001,M,Yeah. That is so awesome.,joy,excited
train,Ses01F_impro07,Ses01F_impro07_M002,M,Oh my God. What are you going to do? [LAUGHTER],joy,excited
train,Ses01F_impro07,Ses01F_impro07_M003,M,"Oh-Yeah, I bet you're really excited. Oh.  That's what loans are for?  Right? Exactly.",joy,excited
train,Ses01F_impro07,Ses01F_impro07_M004,M,"Oh.  Good, good.  That's awesome. Are you going to stay around here?  Or are you going to like get a different neighborhood- you going to move to a different neighborhood?",joy,excited
train,Ses01F_impro07,Ses01F_impro07_M005,M,This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.,joy,excited
train,Ses01F_impro07,Ses01F_impro07_M006,M,A rapper party ho. Yeah. Okay.,joy,excited
train,Ses01F_impro07,Ses01F_impro07_M007,M,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.",joy,excited
train,Ses01F_impro07,Ses01F_impro07_M008,M,Yeah.  Big time.,joy,excited
train,Ses01F_impro07,Ses01F_impro07_M009,M,Mmhmm. Mmhmm. Yay. So what major?  What are you doing?,joy,excited
train,Ses01F_impro07,Ses01F_impro07_M012,M,Is this a Masters or a P.h.D.?  Or can you...? Nice,neutral,neutral
train,Ses01F_impro07,Ses01F_impro07_M013,M,"That's good.  Don't you have to like teach a class, too, when you do that?",neutral,neutral
train,Ses01F_impro07,Ses01F_impro07_M014,M,"Teacher. Mrs. Nash, I have a question.",joy,excited
train,Ses01F_impro07,Ses01F_impro07_M015,M,You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.,joy,excited
train,Ses01F_impro07,Ses01F_impro07_M017,M,Yay...School's fun.,joy,excited
train,Ses01F_impro07,Ses01F_impro07_M018,M,"Of course, right.  That's where the real money is, being a student.",neutral,neutral
train,Ses01F_impro07,Ses01F_impro07_M019,M,That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.,joy,happiness
train,Ses01F_script01_1,Ses01F_script01_1_F000,F,What's he going to say?,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F002,F,How could he see it?  I was the first one up; he was still in bed.,surprise,surprise
train,Ses01F_script01_1,Ses01F_script01_1_F005,F,"He's dreaming of him again, walking around.",neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_F009,F,What do you want to do?  Argue with him?,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F010,F,You can't say that to him.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F011,F,Where's the proof?  Do you have any proof?,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F012,F,"To you it is, to me it is, but to your father, you can talk yourself until you are blue in the face.  But there is no grave and there is no body, so where are you?",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F014,F,Why?,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F015,F,"Well I got an idea, but what's your story?",neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_F021,F,"From your father's point of view, he is not dead and- Chris he still thinks he's still alive.  The girl is Larry's girl.",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F022,F,"Now you can go on from there if you know where to go, but I'm telling you, I don't know where to go.",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F023,F,"You're a considerate fellow, there's nothing wrong in that.",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F024,F,I just don't see why.  Have you asked Annie yet?,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F025,F,Well how do you know she's going to marry you?  Maybe she feels the same way your father does.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F026,F,The trouble is you don't see enough women.  You never did.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F027,F,Why does it have to be Annie?,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F028,F,Oh that's a great reason.  It's no reason at all.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F029,F,"You haven't seen her since you went away to war, it's been five years.",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F030,F,I don't want a diagram.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F031,F,He thinks he's coming back Chris.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F032,F,"You marry that girl, you are pronouncing him dead...",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F033,F,...and then what's that going to do to your father?  Do you know?  I don't.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F034,F,Just give it some more thought.,neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_F035,F,What the hell is this?,anger,anger
train,Ses01F_script01_1,Ses01F_script01_1_F037,F,You have a business here.  What the hell is this?,anger,anger
train,Ses01F_script01_1,Ses01F_script01_1_F038,F,Oh.  Must you be inspired?,anger,anger
train,Ses01F_script01_1,Ses01F_script01_1_F039,F,You mean to tell me that you would leave the business over this?,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F040,F,Well you don't want to think like that.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F041,F,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you.",anger,anger
train,Ses01F_script01_1,Ses01F_script01_1_F042,F,Just don't think like that.,anger,anger
train,Ses01F_script01_1,Ses01F_script01_1_F043,F,"I don't understand you, do I?",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_F044,F,I can see that.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M000,M,He saw it.,neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M001,M,He was out here when it broke.,neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M002,M,Four o clock this morning.  I heard a crack and I woke up and looked out.  He was standing right over there when it cracked.,neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M003,M,I don't know.,neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M004,M,I guess he is.,neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M005,M,"I don't know the meaning of it.  But I know one thing, Mom, you've made a terrible mistake with father.",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M007,M,You know Larry is not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M008,M,I don't want to argue but it's time he realized that nobody believes Larry is alive.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M009,M,"You know?  Why shouldn't he walk the nights thinking of him, dreaming of him?   Do we contradict him?  Do we say, we don't have any hope anymore?  That we haven't had any hope for years now?",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M010,M,We've got to say it to him.,neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M011,M,"For God's sake, three years?  Nobody comes back after three years; that's insane.",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M012,M,"Sit down, Mom.  I want to talk to you.",neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M013,M,"All right, all right, all right.  You know why I asked Annie here, right?",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M014,M,You know.,neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M015,M,I'm going to ask her to marry me.,neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M016,M,You know it's not just my business.,neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M017,M,"So all right then, I'll just go ahead with it?",neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M018,M,Then it's not just my business.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M019,M,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things.",anger,anger
train,Ses01F_script01_1,Ses01F_script01_1_M020,M,She's not Larry's girl.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M021,M,"I don't know why it is, but every time I reach out for something I have to pull back because I am afraid other people will suffer. My whole bloody life, time after time.",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M022,M,To hell with that.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M023,M,I wanted to get this settled first.,neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M024,M,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him.",neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M025,M,And then we'll thrash it out with father.  Okay Mom?  Don't avoid me.,neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M026,M,So what.  I'm not fast with women.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M027,M,Because it is.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M028,M,I don't know.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M029,M,"I can't help it, I know her best.  I was brought up next door to her, you know?  These years when I think of someone for my wife, I think of Annie.",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M030,M,"Mom, what do you want?  A diagram?",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M031,M,"All right, then, Mom. [BREATHING]",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M032,M,"I've given it three years of thought.  And I'd hope that if I waited, father would forget about Larry and then we could just have a regular wedding and everyone would be happy.",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M033,M,"But if I can't do that here, I may have to go somewhere else.",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M034,M,"I'll get out.  I'll get married and I'll move somewhere else, maybe New York.",neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M035,M,"I've been a good son for too long, a good sucker.",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M036,M,The business?  The business doesn't inspire me.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M037,M,"Yes.  I like it for an hour a day.  I don't care if I have to grub for money all day long, when I come home I want it happy.",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M038,M,"I want some kids, I want a family, I want somebody that I can give myself to and Annie is in the center of that.  Now it's just where to find it.",anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M039,M,"On this, I would.",neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M040,M,Then help me stay here.,neutral,neutral
train,Ses01F_script01_1,Ses01F_script01_1_M041,M,I know that.  Then just help me stay here.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M042,M,Well I am thinking like that.,anger,frustration
train,Ses01F_script01_1,Ses01F_script01_1_M043,M,No.  You don't.  I'm a pretty tough guy.,anger,frustration
train,Ses01F_script01_2,Ses01F_script01_2_F003,F,He's not going to marry her.,anger,anger
train,Ses01F_script01_2,Ses01F_script01_2_F004,F,It's got that about it.,anger,anger
train,Ses01F_script01_2,Ses01F_script01_2_F005,F,"What is going on here, Joe?",anger,anger
train,Ses01F_script01_2,Ses01F_script01_2_F006,F,She is not his girl.  She knows she's not.,anger,anger
train,Ses01F_script01_2,Ses01F_script01_2_F007,F,"Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.",anger,anger
train,Ses01F_script01_2,Ses01F_script01_2_F008,F,"Because she knows what I know, that's why.  She's faithful as a rock.  In my darkest moments, I think of her waiting and I know that I'm right.",anger,anger
train,Ses01F_script01_2,Ses01F_script01_2_F009,F,"Nobody in this house dares take away her faith, Joe.  You know strangers might, but not his father, not his brother.",anger,anger
train,Ses01F_script01_2,Ses01F_script01_2_F010,F,"I want you to-- I want you to act like he is coming back, both of you.  Don't think I haven't noticed you since Chris invited her here.",anger,anger
train,Ses01F_script01_2,Ses01F_script01_2_F011,F,I won't stand for any nonsense.,anger,anger
train,Ses01F_script01_2,Ses01F_script01_2_F012,F,"Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look.",anger,anger
train,Ses01F_script01_2,Ses01F_script01_2_F013,F,"Just believe with me, Joe. Only last week a man came back in Detroit missing longer than Larry.  Believe with me. You, above all, have got to believe. Just believe.",anger,anger
train,Ses01F_script01_2,Ses01F_script01_2_F014,F,I can't help it.,anger,frustration
train,Ses01F_script01_2,Ses01F_script01_2_M001,M,Well maybe...maybe he just wanted to see her.,neutral,neutral
